id,name,genres,type,episodes,status,aired_from,aired_to,duration_per_ep,score,scored_by,rank,rating,studios,producers,image,trailer,synopsis
338,The Rose of Versailles,"Drama, Romance",TV,40.0,Finished Airing,1979-10-10T00:00:00+00:00,1980-09-03T00:00:00+00:00,24 min per ep,8.35,32546.0,247.0,PG-13 - Teens 13 or older,Tokyo Movie Shinsha,Nippon Television Network,https://cdn.myanimelist.net/images/anime/9/57043l.jpg,https://www.youtube.com/watch?v=XMRtUOOHT_o,"In a time of class stratification and rising tensions amongst the impoverished population, the Austrian Empire sends Princess Marie Antoinette to France to be wed to Crown Prince Louis XVI. The political marriage is arranged to strengthen the alliance between both countries, but the future queen is deeply unsatisfied with her fate being decided for her. Upon arrival in the country, Marie Antoinette is acquainted with Oscar Fançois de Jarjayes—Commander of the Royal Guard.

Due to her father's desire for a son, Oscar is raised as a boy with an expectation to inherit his title as The Commander. Though she is revered by both men and women alike, Oscar cannot help but desire to live life as a woman instead of masquerading as a man. As Oscar reluctantly serves the young, spoiled queen, the growing resentment and suffering of the poor become harder for her to ignore—especially when Marie Antoinette frivolously spends her wealth."
185,Initial D First Stage,"Action, Drama",TV,26.0,Finished Airing,1998-04-19T00:00:00+00:00,1998-12-06T00:00:00+00:00,25 min per ep,8.35,207809.0,238.0,PG-13 - Teens 13 or older,"Gallop, Studio Comet","OB Planning, Fuji TV",https://cdn.myanimelist.net/images/anime/1384/127972l.jpg,,"Unlike his friends, Takumi Fujiwara is not particularly interested in cars, with little to no knowledge about the world of car enthusiasts and street racers. The son of a tofu shop owner, he is tasked to deliver tofu every morning without fail, driving along the mountain of Akina. Thus, conversations regarding cars or driving in general would only remind Takumi of the tiring daily routine forced upon him.

One night, the Akagi Red Suns, an infamous team of street racers, visit the town of Akina to challenge the local mountain pass. Led by their two aces, Ryousuke and Keisuke Takahashi, the Red Suns plan to conquer every racing course in Kanto, establishing themselves as the fastest crew in the region. However, much to their disbelief, one of their aces is overtaken by an old Toyota AE86 during a drive back home from Akina. After the incident, the Takahashi brothers are cautious of a mysterious driver geared with remarkable technique and experience in the local roads—the AE86 of Mount Akina."
39535,Mushoku Tensei: Jobless Reincarnation,"Adventure, Drama, Fantasy, Ecchi",TV,11.0,Finished Airing,2021-01-11T00:00:00+00:00,2021-03-22T00:00:00+00:00,23 min per ep,8.35,909590.0,244.0,R - 17+ (violence & profanity),Studio Bind,"Frontier Works, TOHO, Magic Capsule, TOHO animation, Hakuhodo DY Music & Pictures, BS11, Egg Firm, Kadokawa, GREE, Toho Music",https://cdn.myanimelist.net/images/anime/1530/117776l.jpg,https://www.youtube.com/watch?v=Qx01pn9l-6g,"Despite being bullied, scorned, and oppressed all of his life, a 34-year-old shut-in still found the resolve to attempt something heroic—only for it to end in a tragic accident. But in a twist of fate, he awakens in another world as Rudeus Greyrat, starting life again as a baby born to two loving parents.

Preserving his memories and knowledge from his previous life, Rudeus quickly adapts to his new environment. With the mind of a grown adult, he starts to display magical talent that exceeds all expectations, honing his skill with the help of a mage named Roxy Migurdia. Rudeus learns swordplay from his father, Paul, and meets Sylphiette, a girl his age who quickly becomes his closest friend.

As Rudeus' second chance at life begins, he tries to make the most of his new opportunity while conquering his traumatic past. And perhaps, one day, he may find the one thing he could not find in his old world—love."
37095,"Violet Evergarden: The Day You Understand ""I Love You"" Will Surely Come",Drama,Special,1.0,Finished Airing,2018-07-04T00:00:00+00:00,,34 min,8.35,212841.0,248.0,PG-13 - Teens 13 or older,Kyoto Animation,"Lantis, Pony Canyon, Rakuonsha, ABC Animation",https://cdn.myanimelist.net/images/anime/9/89993l.jpg,https://www.youtube.com/watch?v=T6TqdAkREJk,"The CH Postal Company has just received a request to transcribe a love letter from Irma Felice, a famous opera singer. Accepting the task, Violet Evergarden visits Irma to write her letter. However, not only does Irma provide little information, she asks Violet to write based on her own feelings. Despite Violet's numerous attempts, Irma finds every version of the letter inadequate.

Violet consults her colleagues, and they help her out by writing love letters of their own. Yet even those are rejected by the opera singer. As a last resort, Violet asks Irma for her true thoughts and feelings, hoping to find the missing puzzle piece. Will the Auto Memory Doll be able to translate Irma's emotions into words?"
49926,Demon Slayer: Kimetsu no Yaiba Mugen Train Arc,"Action, Supernatural",TV,7.0,Finished Airing,2021-10-10T00:00:00+00:00,2021-11-28T00:00:00+00:00,24 min per ep,8.35,532385.0,241.0,R - 17+ (violence & profanity),ufotable,"Aniplex, Shueisha",https://cdn.myanimelist.net/images/anime/1065/118763l.jpg,,"A mysterious string of disappearances on a certain train has caught the attention of the Demon Slayer Corps, and they have sent one of their best to exterminate what can only be a demon responsible. However, the plan to board the Mugen Train is delayed by a lesser demon who is terrorizing the mechanics and targeting a kind, elderly woman and her granddaughter. Kyoujurou Rengoku, the Flame Hashira, must eliminate the threat before boarding the train.

Sent to assist the Hashira, Tanjirou Kamado, Inosuke Hashira, and Zenitsu Agatsuma enter the train prepared to fight. But their monstrous target already has a devious plan in store for them and the two hundred passengers: by delving deep into their consciousness, the demon intends to obliterate everyone in a stunning display of the power held by the Twelve Kizuki. "
39551,That Time I Got Reincarnated as a Slime Season 2,"Action, Comedy, Fantasy",TV,12.0,Finished Airing,2021-01-12T00:00:00+00:00,2021-03-30T00:00:00+00:00,23 min per ep,8.35,610957.0,245.0,PG-13 - Teens 13 or older,8bit,Kodansha,https://cdn.myanimelist.net/images/anime/1271/109841l.jpg,https://www.youtube.com/watch?v=Lk3fJsIOnKw,"Taking a break from his time as a teacher, the powerful slime Rimuru Tempest returns to his kingdom, eponymously named Tempest, just in time to begin negotiations with a nearby nation—the Kingdom of Eurazania. While the negotiations are anything but peaceful, they do end successfully, allowing Rimuru to return and finish teaching. When trying to again return to Tempest, this time permanently, Rimuru is stopped by a mysterious figure who is somehow able to constrain the many magical abilities he has at his disposal. 

In Tempest, the situation is even worse. A group of unknown humans has invaded the land and are assaulting its citizens, both influential and innocent. They are not just trying to bring harm either—they have the intent to kill. Can Rimuru overcome his powerful and dangerous foe and return to Tempest before it is too late?  "
37822,Douluo Dalu 2nd Season,"Action, Adventure, Fantasy, Supernatural",ONA,237.0,Finished Airing,2018-12-01T00:00:00+00:00,2023-06-10T00:00:00+00:00,20 min per ep,8.35,10003.0,237.0,PG-13 - Teens 13 or older,Sparkly Key Animation Studio,"Tencent Video, Xuanshi Tangmen",https://cdn.myanimelist.net/images/anime/1538/93566l.jpg,,Sec
41025,To Your Eternity,"Adventure, Drama, Supernatural",TV,20.0,Finished Airing,2021-04-12T00:00:00+00:00,2021-08-30T00:00:00+00:00,25 min per ep,8.34,398307.0,252.0,R - 17+ (violence & profanity),Brain's Base,"NHK, Kodansha, NHK Enterprises",https://cdn.myanimelist.net/images/anime/1880/118484l.jpg,https://www.youtube.com/watch?v=YOn779f6lwI,"An Orb, known only as It, is cast to Earth to be observed from afar. Capable of changing forms from beings whose reflections It captures, It first becomes a rock and then, due to the rising temperature, moss.

It does not move until one snowy day, a wolf at death's door barely crosses by. When It takes the animal's form, It attains awareness of its consciousness and starts to wander with an unclear destination in mind. Soon, It comes across the wolf's master—a young boy waiting for his tribe to return from a paradise abundant with fish and fruit in the south. Although the boy is lonely, he still hopes those whom he holds dear in his memories have not forgotten him and that he will reunite with them one day.

The boy wants to explore new surroundings and decides to abandon his home with It to find the paradise using the traces his tribe left behind. However, with a heavily injured body and no sight of his elder comrades, what will become of the boy?

Fumetsu no Anata e illustrates the story of an immortal being experiencing humanity, meeting all types of people in many places throughout time."
46654,IDOLiSH7 Third BEAT! Part 2,Drama,TV,17.0,Finished Airing,2022-10-02T00:00:00+00:00,2023-02-26T00:00:00+00:00,24 min per ep,8.34,5589.0,254.0,PG-13 - Teens 13 or older,TROYCA,,https://cdn.myanimelist.net/images/anime/1458/125998l.jpg,https://www.youtube.com/watch?v=Au9jYd7qOH0,"IDOLiSH7 is more successful than ever, but no one is smiling because a new threat has taken the stage: the debuting idol group ŹOOĻ. Managed by the nefarious entertainment executive Ryou Tsukumo, they will stop at nothing to get their way, resorting to all kinds of underhanded tactics to bring down their rivals. TRIGGER's image has already been ruined by scandal, and IDOLiSH7 and Re:vale are headed for the same fate—or worse.

Meanwhile, Zero, the legendary idol who disappeared 15 years ago, continues to haunt the present through those he left behind. His manager seems to be in contact with Tsukumo for his own schemes, and Zero's songwriter reveals himself in a letter after having been missing for years. IDOLiSH7 finds an ally in Re:vale to thwart ŹOOĻ's plans while trying to make sense of Zero's colleagues' actions, but it may be impossible for everyone to emerge unscathed."
50407,Fog Hill of Five Elements,"Action, Fantasy, Supernatural",ONA,4.0,Finished Airing,2023-07-26T00:00:00+00:00,2023-08-16T00:00:00+00:00,38 min per ep,8.34,5381.0,251.0,R - 17+ (violence & profanity),Samsara Animation Studio,"bilibili, Niceboat Animation",https://cdn.myanimelist.net/images/anime/1983/147467l.jpg,https://www.youtube.com/watch?v=BsTEjWAn330,Second 
777,Hellsing Ultimate,"Action, Horror, Supernatural",OVA,10.0,Finished Airing,2006-02-10T00:00:00+00:00,2012-12-26T00:00:00+00:00,49 min per ep,8.34,508219.0,253.0,R - 17+ (violence & profanity),"Madhouse, Satelight, Graphinica","GDH, Geneon Entertainment USA, Shounen Gahousha",https://cdn.myanimelist.net/images/anime/1012/143965l.jpg,https://www.youtube.com/watch?v=58zw4Q0ZRAM,"There exist creatures of darkness and evil that plague the night, devouring any human unfortunate enough to be caught in their grasp. On the other side is Hellsing, an organization dedicated to destroying these supernatural forces that threaten the very existence of humanity. At its head is Integra Fairbrook Wingates Hellsing, who commands a powerful military and spends her life fighting the undead.

Integra's vast army, however, pales in comparison with her ultimate weapon: the vampire Alucard, who works against his own kind as an exterminator for Hellsing. With his new vampire servant, Seras Victoria, at his side, Alucard must battle not only monsters, but all those who stand to oppose Hellsing, be they in the guise of good or evil.

In a battle for mankind's survival, Hellsing Ultimate proves that appearances are not all they may seem, and sometimes the greatest weapon can come in the form of one's worst nightmare."
